tiempo_s,campo_fit_Apm,magnetizacion_fit_Apm_seno,magnetizacion_fit_Apm_ecdif
3.67e-06,38475.964332048454,435.2212532695019,393.3310226303748
3.68e-06,38473.36737955194,435.6316577242766,393.4746748820129
3.69e-06,38467.957218398624,436.0102083651469,393.6077052997326
3.7e-06,38459.73424442057,436.35687749561924,393.73016069368873
3.71e-06,38448.69905924812,436.6716397517969,393.842084274103
3.72e-06,38434.852470265825,436.9544721042357,393.9435156469162
3.73e-06,38418.19549055336,437.2053538596292,394.0344908420265
3.74e-06,38398.72933881141,437.42426666232245,394.1150419837184
3.75e-06,38376.45543927257,437.61119449565507,394.1851976393246
3.76e-06,38351.37542159702,437.7661236831331,394.244982934072
3.77e-06,38323.4911207534,437.8890428894297,394.2944194783879
3.78e-06,38292.80457688451,437.9799431212143,394.3335253979303
3.79e-06,38259.318035158016,438.03881772781097,394.36231532909017
3.8e-06,38223.03394560225,438.0656624016845,394.38079939075135
3.81e-06,38183.954962926895,438.06047517875606,394.3889854795373
3.82e-06,38142.08394632879,438.0232564385465,394.3868774409335
3.83e-06,38097.42395928273,437.9540089041488,394.37447569937916
3.84e-06,38049.97826931732,437.8527376420289,394.3517770859213
3.85e-06,37999.75034777589,437.7194500616548,394.3187745352253
3.86e-06,37946.743869562575,437.5541559149545,394.2754578166704
3.87e-06,37890.962712873385,437.3568672956026,394.2218132521526
3.88e-06,37832.410958912486,437.1275986381356,394.15782369151964
3.89e-06,37771.09289159358,436.8663667168955,394.0834685125709
3.9e-06,37707.012997226506,436.57319064480254,393.9987233100692
3.91e-06,37640.175964188966,436.248091871957,393.9035593715521
3.92e-06,37570.586682583526,435.89109418406974,393.7979449663345
3.93e-06,37498.250243879826,435.50222370072197,393.68184484300895
3.94e-06,37423.17194054205,435.08150887345414,393.5552201878546
3.95e-06,37345.35726564176,434.62898048368424,393.4180286248372
3.96e-06,37264.811912455916,434.14467164045595,393.27022380076846
3.97e-06,37181.54177405039,433.6286177780159,393.1117547154344
3.98e-06,37095.55294284878,433.0808566532214,392.94256740152616
3.99e-06,37006.85171018666,432.50142834277773,392.7626042633112
4e-06,36915.4445658513,431.8903752403062,392.57180402462524
4.01e-06,36821.33819760681,431.24774205324246,392.37010172887153
4.02e-06,36724.53949070485,430.573575799565,392.1574280222715
4.03e-06,36625.05552738085,429.8679258043558,391.93370804605087
4.04e-06,36522.89358633592,429.1308436961911,391.6988642719941
4.05e-06,36418.0611422042,428.3623834033639,391.45281537537716
4.06e-06,36310.56586500604,427.5626011499386,391.19547615081007
4.07e-06,36200.415619586835,426.7315554516372,390.926757512237
4.08e-06,36087.61846504156,425.8693071115584,390.64656541230164
4.09e-06,35972.18265412515,424.97591921572814,390.3547992451431
4.1e-06,35854.116632648715,424.0514571284849,390.0513560224623
4.11e-06,35733.42903886155,423.0959884876968,389.7361286977629
4.12e-06,35610.12870281917,422.1095831998128,389.4090060476373
4.13e-06,35484.22464573724,421.0923134347487,389.0698726717659
4.14e-06,35355.726079331565,420.0442536206059,388.7186075459079
4.15e-06,35224.64240514406,418.96548043822673,388.3550819787611
4.16e-06,35090.98321385497,417.85607281558373,387.9791650737394
4.17e-06,34954.758284581105,416.71611192200487,387.5907215165861
4.18e-06,34815.977584160406,415.5456811622351,387.1896114268039
4.19e-06,34674.65126642268,414.3448661703337,386.77569035765663
4.2e-06,34530.78967144676,413.1137548034096,386.3488077286676
4.21e-06,34384.40332480387,411.85243713519225,385.90880437498754
4.22e-06,34235.50293678768,410.5610054494426,385.45551821053147
4.23e-06,34084.09940163055,409.23955423320035,384.9887820992341
4.24e-06,33930.20379670653,407.8881801698712,384.5084237106765
4.25e-06,33773.827381720905,406.50698213215304,384.01426403309097
4.26e-06,33614.98159788629,405.09606117480183,383.5061173236728
4.27e-06,33453.67806708567,403.65552052723825,382.9837934580183
4.28e-06,33289.928591021955,402.1854655859945,382.44709676695607
4.29e-06,33123.74515035465,400.6860039070035,381.8958259743426
4.3e-06,32955.13990382316,399.1572451977293,381.3297706125616
4.31e-06,32784.12518735734,397.5993013091407,380.7487137286875
4.32e-06,32610.713513174796,396.0122862275272,380.15243358132545
4.33e-06,32434.917568865556,394.3963160661599,379.5407022798953
4.34e-06,32256.750216463704,392.75150905679504,378.91328544249217
4.35e-06,32076.224491506408,391.0779855410252,378.2699380494771
4.36e-06,31893.353602080093,389.3758679614732,377.61040933361454
4.37e-06,31708.150927854185,387.6452808528346,376.9344426045002
4.38e-06,31520.630019102067,385.88635083276483,376.24177439123673
4.39e-06,31330.804595709815,384.0992065926173,375.53213351778777
4.4e-06,31138.68854617229,382.283978888026,374.805237204174
4.41e-06,30944.295926577,380.4408005293391,374.0607972771358
4.42e-06,30747.64095957575,378.569806371903,373.2985185522626
4.43e-06,30548.738033344005,376.67113330619446,372.5180983955599
4.44e-06,30347.601700528172,374.74492024780574,371.7192247424017
4.45e-06,30144.246677180905,372.791308127281,370.9015734459825
4.46e-06,29938.687841684387,370.81043987980416,370.0648148694292
4.47e-06,29730.940233661735,368.8024604347423,369.2086113242574
4.48e-06,29521.019052876727,366.7675167050423,368.33261692863556
4.49e-06,29308.939658121566,364.7057575764797,367.43647418952236
4.5e-06,29094.717566093314,362.6173338967681,366.51981430842744
4.51e-06,28878.368450258495,360.5023984645214,365.58226198701595
4.52e-06,28659.908139706455,358.3611060180743,364.62343296436455
4.53e-06,28439.352617991153,356.1936132241604,363.6429339157403
4.54e-06,28216.7180219618,354.00007866645126,362.64035779013074
4.55e-06,27992.020640582123,351.78066283395236,361.6152875945304
4.56e-06,27765.276913738693,349.53552810926146,360.5672982531545
4.57e-06,27536.50343103806,347.2648387566881,359.49595496041576
4.58e-06,27305.716930592982,344.9687609102349,358.40081274074316
4.59e-06,27072.934297797736,342.6474625614427,357.2814117642903
4.6e-06,26838.17256409283,340.3011135470998,356.1372830703297
4.61e-06,26601.448905718767,337.9298855368147,354.96794815990114
4.62e-06,26362.78064245949,335.5339520204577,353.7729180896305
4.63e-06,26122.185236375037,333.11348829546654,352.5516925892688
4.64e-06,25879.680290524084,330.66867145402114,351.3037567445459
4.65e-06,25635.283547675892,328.1996803700858,350.02858647785865
4.66e-06,25389.012889012305,325.7066956863241,348.72564702671605
4.67e-06,25140.88633281937,323.18989980088054,347.39439259725253
4.68e-06,24890.922033169045,320.649476854035,346.0342653514582
4.69e-06,24639.13827859101,318.08561271473206,344.64469426263
4.7e-06,24385.553490734594,315.4984949669807,343.225098214026
4.71e-06,24130.186223020937,312.8883128961299,341.77488475587904
4.72e-06,23873.055159285563,310.2552574750204,340.29345005015193
4.73e-06,23614.1791124113,307.59952135001083,338.780178916458
4.74e-06,23353.57702295196,304.921298826884,337.2344448226397
4.75e-06,23091.267957746553,302.2207858566311,335.65560982780306
4.76e-06,22827.2711085242,299.4981800211136,334.0430246126259
4.77e-06,22561.605790499943,296.7536805186073,332.3960285713062
4.78e-06,22294.291440961693,293.9874881492296,330.71395324655373
4.79e-06,22025.34761784803,291.19980530024657,328.9961193582938
4.8e-06,21754.79399831727,288.3908359312665,327.24183567087493
4.81e-06,21482.650377307713,285.56078555931566,325.4504001237217
4.82e-06,21208.936666089514,282.7098612438037,323.62110054878065
4.83e-06,20933.672890807768,279.8382715713729,321.75322192726145
4.84e-06,20656.87919101733,276.9462266406377,319.84603862893977
4.85e-06,20378.575818209334,274.03393804681224,317.8988147306049
4.86e-06,20098.783134329457,271.1016188662299,315.91080712932825
4.87e-06,19817.52161028824,268.14948364075326,313.8812705721369
4.88e-06,19534.811824463162,265.1777483620766,311.80944935295236
4.89e-06,19250.674461193255,262.18663045592433,309.69457981370687
4.9e-06,18965.130309265594,259.1763487661421,307.535896972283
4.91e-06,18678.200260394344,256.14712353868555,305.3326367366046
4.92e-06,18389.905307692217,253.099176405506,303.0840269204189
4.93e-06,18100.266544134523,250.0327303683349,300.78929495893465
4.94e-06,17809.30516101591,246.9480097823681,298.4476710368949
4.95e-06,17517.04244639994,243.8452403398511,296.05838035860256
4.96e-06,17223.499783561452,240.72464905356514,293.62065118461624
4.97e-06,16928.698649422222,237.5864642402201,291.13372133922104
4.98e-06,16632.660612979496,234.4309155037481,288.5968257468899
4.99e-06,16335.407333727997,231.25823371850578,286.00920580759276
5e-06,16036.960560075011,228.06865101238026,283.3701189939078
5.01e-06,15737.342127749525,224.8624007498094,280.6788234038849
5.02e-06,15436.573958204302,221.63971751470422,277.93458748488297
5.03e-06,15134.678057012186,218.4008370932877,275.13670311149536
5.04e-06,14831.676512255926,215.14599645684183,272.28446719246995
5.05e-06,14527.591492912303,211.87543374437206,269.37719067937957
5.06e-06,14222.445247230007,208.5893882451823,266.41421481609143
5.07e-06,13916.260101101934,205.28810038136805,263.39489477637153
5.08e-06,13609.058456431576,201.9718116902249,260.31861111088506
5.09e-06,13300.862789494173,198.6407648065782,257.18476924909237
5.1e-06,12991.695649292265,195.295203445031,253.99279781862856
5.11e-06,12681.57965590562,191.9353723821298,250.74216410742696
5.12e-06,12370.537498836566,188.56151743845902,247.43236020054917
5.13e-06,12058.591935349765,185.17388546065382,244.06291770122488
5.14e-06,11745.765788807254,181.77272430334062,240.63340637813974
5.15e-06,11432.081946998444,178.35828281100117,237.14343015307333
5.16e-06,11117.563360465749,174.93081079976827,233.5926464631961
5.17e-06,10802.233040825286,171.4905590391466,229.98074708590286
5.18e-06,10486.114059083273,168.03777923366584,226.30747682084103
5.19e-06,10169.229543948051,164.57272400446453,222.57263312789917
5.2e-06,9851.60268013788,161.09564687080717,218.77606441265323
5.21e-06,9533.256706684633,157.60680223153582,214.9176743873831
5.22e-06,9214.21491523357,154.10644534645735,210.99742717457224
5.23e-06,8894.50064833907,150.59483231766598,207.01535143875856
5.24e-06,8574.137297756983,147.07222007080787,202.97153345000362
5.25e-06,8253.14830273306,143.53886633628196,198.8661255437325
5.26e-06,7931.5571482880805,139.99502963038367,194.69934971501732
5.27e-06,7609.387363499434,136.44096923638915,190.4714974570188
5.28e-06,7286.662519779941,132.87694518558845,186.18293314661491
5.29e-06,6963.406229152972,129.30321823825705,181.83409591948072
5.3e-06,6639.642142524909,125.72004986457804,177.42549938525605
5.31e-06,6315.393947954914,122.12770222551339,172.957735777486
5.32e-06,5990.685368921661,118.52643815362177,168.4314766730268
5.33e-06,5665.540162587687,114.91652113382904,163.84747174254562
5.34e-06,5339.982118061074,111.29821528414924,159.20655318998587
5.35e-06,5014.035054655136,107.67178533636257,154.50963540688514
5.36e-06,4687.722820145516,104.03749661664466,149.75771322087553
5.37e-06,4361.069289025578,100.39561502615621,144.95186574234845
5.38e-06,4034.0983607592975,96.74640702158482,140.09325541137355
5.39e-06,3706.833958033017,93.09013959565347,135.18312564120146
5.4e-06,3379.300025004972,89.4270802575843,130.22280173347337
5.41e-06,3051.5205255535016,85.75749701352711,125.21368967549897
5.42e-06,2723.5194415236037,82.08165834694935,120.15727637580191
5.43e-06,2395.320770972517,78.39983319899487,115.05512788792477
5.44e-06,2066.9485264137797,74.71229094880545,109.90888686587726
5.45e-06,1738.4267330603968,71.01930139381217,104.7202711478193
5.46e-06,1409.7794270670447,67.32113472999585,99.49107166894618
5.47e-06,1081.0306537714794,63.618061532118176,94.22314980471215
5.48e-06,752.2044659353014,59.910352733925706,88.91843465850351
5.49e-06,423.3249219840103,56.19827960832549,83.57891998472508
5.5e-06,94.41608424698532,52.4821137475399,78.20666087198198
5.51e-06,-234.49798280316153,48.76212704323408,72.80377013617245
5.52e-06,-563.3932143112178,45.03859166662357,67.37241514155919
5.53e-06,-892.2455468000651,41.31178004856095,61.91481355405477
5.54e-06,-1221.0309199312735,37.58196485960361,56.43322881867931
5.55e-06,-1549.7252782654655,33.849418990063874,50.92996619815137
5.56e-06,-1878.3045730222873,30.11441553004357,45.40736855925755
5.57e-06,-2206.7447638400645,26.377227749451848,39.86781085282353
5.58e-06,-2535.021820534499,22.63812907801391,34.313695658996295
5.59e-06,-2863.1117248569667,18.89739308526409,28.74744974355396
5.6e-06,-3190.9904722517276,15.155293460530983,23.171517096123765
5.61e-06,-3518.6340736123534,11.412103992911584,17.588353898696898
5.62e-06,-3846.018557036703,7.668098551241541,12.000424587477962
5.63e-06,-4173.119969580817,3.9235510640576665,6.410198754470748
5.64e-06,-4499.914379011568,0.17873549955451962,0.8201423662861804
5.65e-06,-4826.37787555764,-3.5660741544603534,-4.767286437148886
5.66e-06,-5152.486573658718,-7.3106039106106815,-10.349640234848271
5.67e-06,-5478.21661371319,-11.054579801999187,-15.924487393210196
5.68e-06,-5803.544163823769,-14.797727902251477,-21.489419230759236
5.69e-06,-6128.445421541266,-18.539774345559312,-27.042053997514365
5.7e-06,-6452.8966156058905,-22.280445346715524,-32.58003835092053
5.71e-06,-6776.874007686601,-26.019467221146982,-38.101054011172515
5.72e-06,-7100.353894117868,-29.756566404938184,-43.602822908823555
5.73e-06,-7423.312607633949,-33.49146947484646,-49.08311043989024
5.74e-06,-7745.726519100494,-37.22390316830687,-54.53972639438594
5.75e-06,-8067.572039243325,-40.953594403424916,-59.97053177967695
5.76e-06,-8388.825620374468,-44.68027029895807,-65.37344194334607
5.77e-06,-8709.463758114807,-48.40365819427865,-70.74642886929402
5.78e-06,-9029.462993113917,-52.12348566932445,-76.08752248347282
5.79e-06,-9348.799912766373,-55.83948056452952,-81.39481587371769
5.8e-06,-9667.451152924907,-59.551371000738456,-86.66646707251981
5.81e-06,-9985.393399609482,-63.25888539909454,-91.90070022709908
5.82e-06,-10302.60339071341,-66.96175250091349,-97.09580728065055
5.83e-06,-10619.057917705088,-70.65970138752772,-102.25015086255443
5.84e-06,-10934.733827326221,-74.35246150010983,-107.36216520513321
5.85e-06,-11249.608023285613,-78.03976265946571,-112.43035669969146
5.86e-06,-11563.657467949139,-81.72133508580356,-117.45330510563014
5.87e-06,-11876.859184025212,-85.39690941847151,-122.42966436947539
5.88e-06,-12189.190256246035,-89.06621673566671,-127.35816290545722
5.89e-06,-12500.627833044025,-92.72898857410905,-132.23760393557035
5.9e-06,-12811.149128223715,-96.38495694868273,-137.06686525640708
5.91e-06,-13120.731422629173,-100.0338543720467,-141.8448989453168
5.92e-06,-13429.352065805922,-103.67541387420154,-146.5707311042696
5.93e-06,-13736.988477658317,-107.30936902202399,-151.24346184817767
5.94e-06,-14043.618150101536,-110.93545393875966,-155.86226353954584
5.95e-06,-14349.218648708507,-114.55340332347745,-160.42637994885428
5.96e-06,-14653.767614351123,-118.16295247047772,-164.9351258202858
5.97e-06,-14957.242764836255,-121.76383728866092,-169.38788595197275
5.98e-06,-15259.621896536004,-125.35579432084953,-173.78411255011952
5.99e-06,-15560.882886012203,-128.93856076306344,-178.12332403456173
6e-06,-15861.00369163508,-132.51187448374816,-182.405104714167
6.01e-06,-16159.962355195921,-136.0754740429535,-186.62910239206605
6.02e-06,-16457.7370035136,-139.62909871146127,-190.79502583324688
6.03e-06,-16754.305850035045,-143.17248848986293,-194.9026432320839
6.04e-06,-17049.647196429065,-146.7053841275802,-198.95178185920014
6.05e-06,-17343.739434174,-150.2275271418344,-202.94232452116006
6.06e-06,-17636.56104613867,-153.73865983655742,-206.87420741543116
6.07e-06,-17928.090608156785,-157.23852532124806,-210.74741851440376
6.08e-06,-18218.30679059416,-160.7268675297633,-214.56199681810955
6.09e-06,-18507.188359909575,-164.20343123905718,-218.31802838082382
6.1e-06,-18794.714180208135,-167.66796208785178,-222.0156445040265
6.11e-06,-19080.863214787834,-171.12020659524933,-225.65502029629647
6.12e-06,-19365.614527678503,-174.55991217927567,-229.2363731347245
6.13e-06,-19648.9472851737,-177.98682717536218,-232.75995909871062
6.14e-06,-19930.84075735495,-181.40070085475736,-236.2260712773887
6.15e-06,-20211.274319608583,-184.80128344287374,-239.63503862818334
6.16e-06,-20490.227454134423,-188.18832613755842,-242.98722358683978
6.17e-06,-20767.679751447242,-191.56158112730014,-246.28301940852413
6.18e-06,-21043.61091186997,-194.92080160935973,-249.52284846744215
6.19e-06,-21318.00074701878,-198.2657418078257,-252.70716121739736
6.2e-06,-21590.82918128026,-201.59615699159752,-255.8364335178743
6.21e-06,-21862.076253280196,-204.91180349229103,-258.91116468252454
6.22e-06,-22131.722117344136,-208.21243872206708,-261.93187589925657
6.23e-06,-22399.747044949232,-211.49782119137876,-264.89910909683164
6.24e-06,-22666.13142616781,-214.7677105266415,-267.81342449355304
6.25e-06,-22930.855771101942,-218.0218674878177,-270.67539908691106
6.26e-06,-23193.900711309718,-221.26005398592417,-273.48562527857797
6.27e-06,-23455.247001222007,-224.48203310044852,-276.2447095932962
6.28e-06,-23714.875519550755,-227.68756909668468,-278.9532707410689
6.29e-06,-23972.767270687866,-230.87642744297995,-281.61193834888564
6.3e-06,-24228.90338609516,-234.0483748278957,-284.22135179030437
6.31e-06,-24483.26512568469,-237.20317917727544,-286.7821588617342
6.32e-06,-24735.83387918999,-240.34060967122576,-289.29501439959625
6.33e-06,-24986.591167527637,-243.46043676100385,-291.760579167028
6.34e-06,-25235.518644149262,-246.56243218581244,-294.17951881112106
6.35e-06,-25482.5980963839,-249.64636898950022,-296.55250274005243
6.36e-06,-25727.81144677044,-252.71202153716666,-298.88020310348395
6.37e-06,-25971.14075438039,-255.759165531672,-301.1632938452594
6.38e-06,-26212.56821613037,-258.78757803004584,-303.40244976279575
6.39e-06,-26452.076168084728,-261.79703745979964,-305.59834569969587
6.4e-06,-26689.647086747907,-264.7873236351379,-307.75165574433186
6.41e-06,-26925.263590346618,-267.75821777306874,-309.8630524319188
6.42e-06,-27158.90844010146,-270.7095025094097,-311.9332059559548
6.43e-06,-27390.564541488176,-273.64096191469105,-313.9627836497227
6.44e-06,-27620.214945488482,-276.5523815099555,-315.95244933883606
6.45e-06,-27847.842849830104,-279.44354828245037,-317.9028626445243
6.46e-06,-28073.431600216027,-282.3142507012111,-319.8146784481735
6.47e-06,-28296.964691543057,-285.1642787325389,-321.6885465331032
6.48e-06,-28518.42576910939,-287.9934238553673,-323.52511108309255
6.49e-06,-28737.798629811296,-290.8014790765198,-325.3250100669061
6.5e-06,-28955.067223328424,-293.5882389458524,-327.08887498600853
6.51e-06,-29170.215653298288,-296.35349957128665,-328.81733058311283
6.52e-06,-29383.22817847919,-299.09705863372704,-330.51099446828886
6.53e-06,-29594.089213902025,-301.81871540186324,-332.1704766118662
6.54e-06,-29802.783332010502,-304.5182707468572,-333.7963793155622
6.55e-06,-30009.295263789838,-307.19552715691117,-335.38929696343257
6.56e-06,-30213.609899884104,-309.85028875172054,-336.9498157346998
6.57e-06,-30415.71229170142,-312.48236129680316,-338.4785132558634
6.58e-06,-30615.58765250786,-315.0915522177116,-339.97595869351716
6.59e-06,-30813.221358509243,-317.6776706141224,-341.44271245791623
6.6e-06,-31008.5989499211,-320.2405272738039,-342.87932644254255
6.61e-06,-31201.706132026597,-322.77993468645855,-344.28634296611096
6.62e-06,-31392.528776222418,-325.29570705744345,-345.6642957208321
6.63e-06,-31581.052921052484,-327.7876603213628,-347.01370929535096
6.64e-06,-31767.264773229406,-330.2556121555361,-348.3350989441116
6.65e-06,-31951.150708643705,-332.6993819933365,-349.62897075595356
6.66e-06,-32132.697273360583,-335.1187910374025,-350.8958217219393
6.67e-06,-32311.89118460425,-337.5136622727194,-352.13613967568483
6.68e-06,-32488.719331729942,-339.88382047957157,-353.3504031093968
6.69e-06,-32663.168777182767,-342.22909224636,-354.53908117206066
6.7e-06,-32835.226757444674,-344.54930598229214,-355.70263384599195
6.71e-06,-33004.88068396805,-346.844291929935,-356.84151184108634
6.72e-06,-33172.118144096916,-349.1138821776367,-357.95615681980854
6.73e-06,-33336.92690197494,-351.3579106718096,-359.0470017238236
6.74e-06,-33499.29489944075,-353.5762132290812,-360.1144701580801
6.75e-06,-33659.21025691016,-355.76862754830586,-361.1589766410448
6.76e-06,-33816.66127424532,-357.93499322244026,-362.1809267858835
6.77e-06,-33971.63643161077,-360.0751517502782,-363.1807179777637
6.78e-06,-34124.12439031626,-362.1889465480479,-364.15873859150395
6.79e-06,-34274.11399364636,-364.2762229608691,-365.115368249638
6.8e-06,-34421.59426767672,-366.33682827406744,-366.0509779683771
6.81e-06,-34566.554422076995,-368.3706117243478,-366.9659306672157
6.82e-06,-34708.98385090026,-370.377424510825,-367.8605808280997
6.83e-06,-34848.87213335912,-372.3571198059114,-368.7352745738573
6.84e-06,-34986.20903458796,-374.3095527660582,-369.5903498269003
6.85e-06,-35120.98450639192,-376.23458054235385,-370.4261366955346
6.86e-06,-35253.188687981994,-378.13206229097506,-371.2429574153998
6.87e-06,-35382.8119066965,-380.00185918349183,-372.04112630473315
6.88e-06,-35509.84467870882,-381.84383441702454,-372.82094995872217
6.89e-06,-35634.2777097212,-383.6578532242533,-373.58272748906296
6.9e-06,-35756.10189564487,-385.4437828832779,-374.3267506477321
6.91e-06,-35875.30832326602,-387.2014927273289,-375.0533037176898
6.92e-06,-35991.88827089803,-388.93085415432694,-375.76266372375284
6.93e-06,-36105.83320901955,-390.6317406362924,-376.455100539185
6.94e-06,-36217.13480089851,-392.3040277286026,-377.1308770640927
6.95e-06,-36325.78490320224,-393.94759307909754,-377.79024951009546
6.96e-06,-36431.775566593016,-395.56231643702984,-378.4334672016782
6.97e-06,-36535.09903630985,-397.14807966186464,-379.0607727938829
6.98e-06,-36635.747752735915,-398.7047667319229,-379.6724023978422
6.99e-06,-36733.71435195144,-400.2322637528696,-380.26858568842425
7e-06,-36828.99166627265,-401.73045896604674,-380.8495459634324
7.01e-06,-36921.57272477612,-403.1992427566507,-381.4155003190222
7.02e-06,-37011.4507538088,-404.63850766175193,-381.96665975490004
7.03e-06,-37098.619177483655,-406.04814837815724,-382.50322927720265
7.04e-06,-37183.07161816073,-407.4280617701143,-383.0254080079065
7.05e-06,-37264.80189691378,-408.7781468768574,-383.53338913260836
7.06e-06,-37343.804033982386,-410.09830491999503,-384.02736011295804
7.07e-06,-37420.07224920941,-411.3884393107356,-384.5075028739152
7.08e-06,-37493.60096246392,-412.64845565695555,-384.97399384940053
7.09e-06,-37564.38479404946,-413.87826177010464,-385.42700408849765
7.1e-06,-37632.418565097694,-415.0777676719517,-385.8666992234308
7.11e-06,-37697.69729794722,-416.2468856011669,-386.29323949210084
7.12e-06,-37760.216216507826,-417.38553001974356,-386.70678012673886
7.13e-06,-37819.970746609935,-418.49361761925604,-387.1074713236925
7.14e-06,-37876.956516339225,-419.5710673269553,-387.4954583397638
7.15e-06,-37931.16935635656,-420.6178003117002,-387.8708815038971
7.16e-06,-37982.60530020297,-421.6337399897255,-388.23387601070823
7.17e-06,-38031.26058458992,-422.6188120302446,-388.5845724812636
7.18e-06,-38077.13164967461,-423.5729443608887,-388.92309691348424
7.19e-06,-38120.215139320426,-424.4960671729792,-389.2495707428503
7.2e-06,-38160.50790134253,-425.38811292663536,-389.56411090236867
7.21e-06,-38198.006987738416,-426.24901635571604,-389.8668295368688
7.22e-06,-38232.709654903716,-427.07871447259515,-390.1578344712962
7.23e-06,-38264.613363832796,-427.87714657276916,-390.4372292879566
7.24e-06,-38293.71578030461,-428.6442542392994,-390.7051133268521
7.25e-06,-38320.014775053474,-429.3799813470859,-390.9615817602397
7.26e-06,-38343.508423924846,-430.0842740669736,-391.20672535742204
7.27e-06,-38364.19500801606,-430.75708086969064,-391.4406306874663
7.28e-06,-38382.07301380217,-431.3983525296188,-391.6633804207171
7.29e-06,-38397.141133246616,-432.0080421283952,-391.87505324826395
7.3e-06,-38409.398263896976,-432.58610505834423,-392.07572394622434
7.31e-06,-38418.8435089656,-433.13249902574216,-392.265463263874
7.32e-06,-38425.47617739521,-433.64718405391096,-392.44433778834986
7.33e-06,-38429.29578390951,-434.13012248614365,-392.6124104831112
7.34e-06,-38430.30204904864,-434.5812789884591,-392.76974054336694
